Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power,Temp_diff,tool_wear_torque_product
0,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,73271.8,10.300000000000011,8784.2
1,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,60814.4,10.199999999999989,6455.8
0,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,41884.1,10.199999999999989,3938.7999999999997
1,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,46930.799999999996,10.100000000000023,4506.599999999999
0,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,58787.8,10.100000000000023,6832.2
0,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,62869.4,10.100000000000023,8072.900000000001
1,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,48187.299999999996,10.0,5194.7
2,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,64650.6,10.099999999999966,8114.400000000001
0,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,49474.799999999996,10.099999999999966,6123.599999999999
0,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,92637.0,10.100000000000023,12548.7
1,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,43482.4,10.100000000000023,4361.8
0,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,66066.0,10.200000000000045,8918.0
0,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,60783.6,10.200000000000045,8791.199999999999
0,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,55720.0,10.100000000000023,7000.0
0,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,51712.299999999996,10.100000000000023,6524.599999999999
0,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,64399.3,10.099999999999966,9526.800000000001
0,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,69981.9,10.099999999999966,9867.4
0,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,60091.49999999999,10.099999999999966,8590.4
0,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,71997.0,10.099999999999966,0.0
0,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,53135.799999999996,10.099999999999966,75.8
2,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,72105.5,10.0,199.6
0,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,68875.0,10.0,427.5
0,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,59282.399999999994,10.0,448.79999999999995
0,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,58906.9,10.0,521.3000000000001
0,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,67687.2,10.0,714.0
1,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,48347.200000000004,10.0,455.6
2,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,63040.4,10.0,878.0
0,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,49099.200000000004,10.0,795.0
1,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,64138.8,10.0,1220.4
1,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,58736.5,10.0,1185.0
0,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,45227.4,10.0,851.4
0,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,45567.0,10.0,871.5
1,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,46801.700000000004,10.0,1002.7
0,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,62350.0,9.899999999999977,1720.0
0,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,51741.799999999996,9.899999999999977,1339.8
1,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,70522.2,10.0,2296.8
1,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,55597.49999999999,10.0,1659.1
1,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,52325.0,10.0,1495.0
0,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,49998.3,9.900000000000034,1733.1000000000001
0,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,67621.2,10.0,2442.0
0,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,46300.0,10.099999999999966,1425.0
0,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,41213.7,10.0,1221.3
0,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,63133.0,10.0,2476.6
1,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,58360.5,10.0,2551.5
0,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,62930.0,9.899999999999977,2864.4
0,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,49480.100000000006,9.899999999999977,2114.8
0,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,70082.5,9.899999999999977,3395.0
1,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,70059.59999999999,10.0,3369.6
2,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,53006.700000000004,9.900000000000034,2452.5
0,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,53605.200000000004,9.800000000000011,2728.0
0,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,42120.0,9.800000000000011,1845.0
2,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,65206.5,9.900000000000034,3654.0
1,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,59171.0,9.899999999999977,3515.5
1,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,62263.4,9.800000000000011,3854.7999999999997
0,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,49392.0,9.800000000000011,2793.0
0,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,65396.700000000004,9.800000000000011,4432.900000000001
0,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,53332.4,9.800000000000011,3375.9
0,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,52767.0,9.800000000000011,3333.0
1,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,47966.700000000004,9.800000000000011,2894.3
0,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,59706.9,9.800000000000011,4314.200000000001
0,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,64055.100000000006,9.800000000000011,4827.6
0,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,64189.600000000006,9.800000000000011,4532.0
0,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,66417.0,9.800000000000011,5678.400000000001
0,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,67096.4,9.800000000000011,4947.599999999999
0,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,50773.799999999996,9.800000000000011,3410.3999999999996
0,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,50232.00000000001,9.700000000000045,3799.6000000000004
0,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,80404.5,9.600000000000023,7260.0
0,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,65704.5,9.700000000000045,5673.0
0,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,61258.200000000004,9.600000000000023,4786.400000000001
0,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,53473.7,9.600000000000023,4321.799999999999
0,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,60540.3,9.599999999999966,5260.8
0,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,48114.9,9.599999999999966,3601.0
1,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,62251.200000000004,9.699999999999989,5702.400000000001
1,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,70928.0,9.699999999999989,6696.0
0,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,72557.0,9.599999999999966,7314.0
1,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,48763.5,9.699999999999989,3990.0
2,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,64894.00000000001,9.800000000000011,6535.1
0,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,71724.09999999999,9.900000000000034,8184.4
2,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,71580.59999999999,9.800000000000011,7410.0
0,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,70754.4,9.800000000000011,8649.0
0,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,54547.1,9.800000000000011,5667.7
0,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,54348.8,9.800000000000011,5596.8
1,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,50139.6,9.799999999999955,4540.2
2,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,71053.5,9.799999999999955,8282.0
1,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,58978.4,9.799999999999955,7165.599999999999
0,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,50836.8,9.899999999999977,5779.2
2,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,58193.200000000004,9.899999999999977,6281.400000000001
0,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,60751.5,10.0,7177.900000000001
1,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,66192.0,10.0,8688.0
0,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,58772.7,9.900000000000034,7341.599999999999
0,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,60719.4,9.900000000000034,7942.200000000001
1,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,55008.8,9.800000000000011,7068.8
1,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,64944.0,9.800000000000011,7831.0
0,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,49950.0,9.800000000000011,5238.0
0,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,55313.600000000006,9.800000000000011,7095.200000000001
2,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,39342.6,9.800000000000011,3920.4
1,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,68770.0,9.700000000000045,9338.0
2,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,64293.0,9.800000000000011,8961.0
1,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,59960.0,9.800000000000011,8440.0
0,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,69137.0,9.800000000000011,10058.0
0,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,77817.40000000001,9.800000000000011,13111.2
0,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,73847.59999999999,9.800000000000011,11401.4
0,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,56303.0,9.800000000000011,0.0
1,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,64298.399999999994,9.800000000000011,87.6
1,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,62784.0,9.800000000000011,218.0
0,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,45058.0,9.899999999999977,208.0
2,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,52551.200000000004,9.800000000000011,326.0
2,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,62548.2,9.900000000000034,643.5
0,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,89275.9,9.900000000000034,1246.0
0,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,77893.8,9.900000000000034,1300.2
1,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,56350.0,9.800000000000011,840.0
0,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,74269.59999999999,9.900000000000034,1371.6
1,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,40019.200000000004,9.899999999999977,603.2
1,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,53616.700000000004,9.800000000000011,1078.4
0,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,76139.8,9.900000000000034,2040.5
0,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,60117.0,9.900000000000034,1609.5
0,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,56144.600000000006,9.900000000000034,1353.3000000000002
0,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,42543.2,10.0,877.4
0,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,72087.2,10.0,2158.6
0,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,64939.2,10.100000000000023,2241.0
0,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,73602.5,10.100000000000023,2345.2999999999997
2,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,44140.799999999996,10.100000000000023,1185.8
1,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,64550.200000000004,10.099999999999966,2597.4
0,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,60439.50000000001,10.099999999999966,2319.9
0,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,51010.200000000004,10.0,1805.4
0,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,55237.200000000004,10.0,2330.2000000000003
0,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,72856.0,10.199999999999989,3528.0
0,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,59434.9,10.199999999999989,2801.5
0,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,53961.600000000006,10.199999999999989,2251.2000000000003
1,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,66792.59999999999,10.099999999999966,2994.6
0,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,73702.3,10.199999999999989,3592.7999999999997
0,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,57643.600000000006,10.199999999999989,2560.4
2,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,72416.4,10.199999999999989,3936.7999999999997
2,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,58058.8,10.199999999999989,2802.6
1,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,28654.6,10.300000000000011,920.1999999999999
0,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,62333.7,10.199999999999989,3818.1
2,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,70884.0,10.300000000000011,4504.5
1,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,62454.299999999996,10.200000000000045,3926.3999999999996
0,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,55580.0,10.300000000000011,3465.0
0,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,67494.3,10.200000000000045,4757.1
0,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,56315.0,10.200000000000045,3605.0
0,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,64890.00000000001,10.199999999999989,4326.0
1,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,58405.200000000004,10.100000000000023,3819.9
0,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,56471.0,10.100000000000023,4169.0
0,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,57104.799999999996,10.100000000000023,3673.5999999999995
1,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,71232.0,10.100000000000023,6042.0
0,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,56797.7,10.199999999999989,4130.099999999999
1,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,86254.7,10.300000000000011,7223.3
0,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,58389.700000000004,10.200000000000045,4477.400000000001
0,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,64988.0,10.200000000000045,5456.0
0,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,54980.3,10.300000000000011,4548.6
0,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,53392.5,10.199999999999989,4339.2
2,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,71097.59999999999,10.300000000000011,6877.0
0,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,62231.4,10.300000000000011,6061.5
1,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,58951.9,10.300000000000011,5082.7
0,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,62384.399999999994,10.300000000000011,5642.0
0,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,57411.7,10.300000000000011,5438.599999999999
0,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,52582.4,10.199999999999989,4550.400000000001
0,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,55130.700000000004,10.300000000000011,5562.6
1,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,66250.8,10.199999999999989,6837.6
0,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,74623.2,10.199999999999989,7957.700000000001
2,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,44396.1,10.100000000000023,3717.9
0,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,58680.0,10.200000000000045,7110.0
0,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,53973.6,10.200000000000045,5504.0
0,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,46411.200000000004,10.300000000000011,4746.6
0,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,73275.59999999999,10.199999999999989,8823.199999999999
0,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,65386.8,10.099999999999966,8167.200000000001
0,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,55557.9,10.199999999999989,6064.8
1,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,60435.9,10.199999999999989,6307.0
0,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,49523.600000000006,10.199999999999989,5570.6
0,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,54635.99999999999,10.300000000000011,6089.999999999999
0,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,60684.8,10.099999999999966,7628.7
0,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,67782.40000000001,10.199999999999989,8520.4
0,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,52768.799999999996,10.199999999999989,6316.9
0,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,63406.2,10.199999999999989,7850.7
1,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,56616.00000000001,10.199999999999989,6234.500000000001
0,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,57856.50000000001,10.199999999999989,7275.6
1,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,56803.200000000004,10.100000000000023,6954.0
0,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,70067.9,10.200000000000045,9707.9
0,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,49296.600000000006,10.199999999999989,5967.0
1,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,69092.40000000001,10.100000000000023,10165.2
0,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,43181.1,10.100000000000023,4860.0
0,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,79262.4,10.199999999999989,11877.599999999999
0,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,63592.200000000004,10.199999999999989,8996.4
1,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,68494.5,10.199999999999989,10114.6
1,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,51087.799999999996,10.200000000000045,6562.599999999999
0,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,53097.5,10.200000000000045,7102.0
0,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,66839.5,10.199999999999989,9737.0
0,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,77361.59999999999,10.300000000000011,12268.8
0,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,78961.0,10.300000000000011,12251.6
0,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,54347.4,10.300000000000011,0.0
1,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,62451.6,10.199999999999989,85.2
0,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,57995.99999999999,10.199999999999989,179.0
0,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,65407.4,10.199999999999989,337.40000000000003
0,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,57380.6,10.199999999999989,341.09999999999997
0,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,60155.6,10.199999999999989,444.4
0,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,83853.0,10.199999999999989,819.0
0,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,47642.5,10.0,442.5
0,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,56167.799999999996,10.099999999999966,644.3
1,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,90738.0,10.099999999999966,1214.1
1,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,74730.2,10.100000000000023,1080.2
0,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,53093.4,10.099999999999966,802.5
1,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,46524.8,10.099999999999966,723.6
1,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,51260.1,10.100000000000023,968.9999999999999
0,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,66025.0,10.099999999999966,1567.5
0,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,53943.4,10.100000000000023,1298.5
2,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,62928.00000000001,10.100000000000023,1616.9
0,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,41229.4,10.100000000000023,886.2
2,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,44640.0,10.100000000000023,1091.2
0,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,56388.0,10.0,1813.0
2,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,60192.0,10.0,2019.6000000000001
1,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,59241.6,10.0,2284.7999999999997
0,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,59953.6,10.0,2383.6
0,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,65596.0,9.899999999999977,2806.0
0,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,47082.0,9.899999999999977,1795.5
0,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,76634.7,10.0,3555.5
